delta,theta,alpha,beta,gamma,f1,f2,f3,f4
6082310942314033.0,8262322562874818.0,8276352980695106.0,3.73825817620547e+16,3.0845972034004372e+16,15169640.867122542,540881724.4259446,19900000000.0,-72200000.0
5245490398862322.0,7144987980396194.0,7181466942486370.0,3.2746327630218224e+16,2.700122542269198e+16,14088193.732895544,505665412.59772533,18300000000.0,-141000000.0
1.6140856301007635e+25,2.1786277221883706e+25,2.1760899011200863e+25,9.762607826837912e+25,8.14484549190175e+25,796295290550.8313,28371685225286.68,1040000000000000.0,-968000000.0
9.555381753722651e+16,1.333605779724753e+17,1.3382503506967798e+17,6.0770437246587e+17,5.036016276619932e+17,48977806.13548192,2166731423.657807,108000000000.0,-535000000.0
1.3733777300815606e+16,1.8951000394301388e+16,1.889337131593616e+16,8.440408487564746e+16,7.05474612601445e+16,21497175.688587762,813601093.7541057,37300000000.0,-337000.0
5878705255730428.0,7940824845666332.0,7897225838164069.0,3.502883098025047e+16,2.9267273003034996e+16,14899693.303338079,527690793.35232264,20000000000.0,-480000.0
1.491028468713086e+25,2.0216458310127357e+25,2.019348194092817e+25,9.060945769113415e+25,7.562654313927207e+25,765698894545.0208,27327891462819.867,1030000000000000.0,-418000000.0
1.3613989025747588e+16,1.885194598675192e+16,1.881009851634128e+16,8.357005741048522e+16,6.7090117004079976e+16,20694483.15156371,777301604.0655683,36700000000.0,-154000000.0
1.8120024694040652e+16,2.2905095641109604e+16,2.0574065425962424e+16,5.353137528682349e+16,2.739631395919728e+16,24076739.749661315,694051570.7258515,28500000000.0,-105000000.0
4006029304771642.0,5393005243219696.0,5354614802955757.0,2.35658060226381e+16,1.951109404146027e+16,12242405.317572776,434012893.6095086,17100000000.0,-18800000.0
2.381722934695567e+24,3.2100532954011605e+24,3.2082518627142446e+24,1.4416719933347073e+25,1.2021719319888615e+25,305196457406.6459,10902210733074.848,412000000000000.0,-230000000.0
6.257482248383636e+25,8.51950322814218e+25,8.51286187735971e+25,3.823297866142542e+26,3.189633428377924e+26,1559768466575.2861,56095683078724.164,2250000000000000.0,-76400000.0
3000056723972162.5,4111439913054280.0,4120263112729017.0,1.865682343966564e+16,1.5464250089093244e+16,10573384.83029565,381883243.09624666,15400000000.0,-74800000.0
8.630551648706189e+20,1.089585974659215e+21,9.981844719978621e+20,2.6674233231729225e+21,2.9857824766655516e+20,4132873614.070647,147527431001.95685,5850000000000.0,-9270000000.0
4.761309197306489e+20,6.443774651179026e+20,6.463624191114358e+20,2.9265893304095023e+21,2.4086608995938803e+21,4322863951.670151,154395378522.4876,5650000000000.0,-28600000000.0
6914661634985548.0,9491858412829170.0,9451934458984712.0,4.180279010330074e+16,3.4244839002291156e+16,15763669.378234264,572822237.606283,24900000000.0,-104000000.0
2.478320507619608e+16,3.312826767878077e+16,3.30376347567847e+16,1.4770899704154077e+17,1.2346232572652642e+17,29075002.452430982,1086935492.3963714,48900000000.0,-236000.0
2.597502332796103e+19,3.294152144580767e+19,3.0416250216315585e+19,8.44934639173672e+19,1.085735239310308e+19,716507230.9760402,23768616776.549973,871000000000.0,-5230000000.0
9139935262614230.0,1.2501841366071356e+16,1.253418885134722e+16,5.6812144053251096e+16,4.709301664662558e+16,18540944.716898356,666727547.9310665,25900000000.0,-138000000.0
4235962485714451.5,5734046391617574.0,5755565685373884.0,2.614503532092057e+16,2.156998174166352e+16,12558087.512668649,452896220.70607406,18000000000.0,-97700000.0
1.3987642251878828e+25,1.8902924029007608e+25,1.8925051576764771e+25,8.541805385026762e+25,7.105415760113511e+25,741014035135.82,26494958905620.82,972000000000000.0,-1560000000000.0
1.8801265823633388e+16,2.5253098666855452e+16,2.5352339092408068e+16,1.1527867847684654e+17,9.542437219436182e+16,25517466.37192867,954519645.8074826,42400000000.0,-281000000.0
3.3042300420856532e+22,4.49228097290205e+22,4.499204765685186e+22,2.028060828148778e+23,1.6680183496731726e+23,35994650322.20486,1283691590330.463,49100000000000.0,-166000000000.0
3.727884219604782e+18,4.970871535254486e+18,4.5516885950681866e+18,1.235302254442804e+19,1.880067217640223e+18,277454884.96870714,9874574891.407839,409000000000.0,-46100000.0
2.8957808953235276e+25,3.9041967766893205e+25,3.89959234523561e+25,1.749586324552824e+26,1.460407651056868e+26,1065288648961.8058,37998704423915.51,1420000000000000.0,-221000000.0
5394568301533020.0,7290128590539597.0,7132772939454322.0,2.928039692563084e+16,2.2732009017985892e+16,14278738.328480886,480472811.9239132,20100000000.0,-111000000.0
4339187483159243.0,5798686460901060.0,5796126295131877.0,2.6071962341323904e+16,2.1698086116478876e+16,12005206.938423498,455814421.44760114,20900000000.0,-17900000.0
2.931544843068639e+18,3.852141537564541e+18,3.6146462039464253e+18,1.1882592031472458e+19,5.541925727644307e+18,339909514.1286785,9574249110.974014,332000000000.0,-4540000.0
1984712960621344.0,2660351009261959.5,2536473050007606.0,9417489796703934.0,6758245990319850.0,8566479.316101216,265801750.07829764,10700000000.0,-76500000.0
1.7327034712804033e+25,2.3391719290465152e+25,2.3376069138684096e+25,1.0501581003620046e+26,8.759316723437452e+25,824929066463.9098,29423646802880.32,1080000000000000.0,-125000000.0
1.6781125229129395e+23,2.291566159425689e+23,2.294558509678108e+23,1.035961363315243e+24,8.613217061065917e+23,80369004295.39594,2913867825761.9253,120000000000000.0,-233000000000.0
1.4534157819442612e+16,1.958890889508585e+16,1.956072520388426e+16,8.73128790135319e+16,7.110768690694438e+16,23171283.894216742,826053694.2224293,33300000000.0,-121000000.0
6743363158183139.0,9136138386278776.0,9048178387559572.0,3.954447172087461e+16,3.2770230661336384e+16,16003654.586373627,562052610.8291391,20800000000.0,-268000.0
1.765191654698793e+16,2.4442772687757384e+16,2.442626107483249e+16,1.0965433311820051e+17,9.094309828680546e+16,23806768.98787865,923995700.9940948,43400000000.0,-58500000.0
4117180331848633.0,5690186962829722.0,5714836002963682.0,2.6020520702706812e+16,2.1519949012861176e+16,11985356.700418577,449291785.5355994,20000000000.0,-139000000.0
7.617021125952209e+24,1.0248524559967543e+25,1.025762741380362e+25,4.626438822495909e+25,3.8499188836103316e+25,542954640287.0623,19512745948600.25,768000000000000.0,-1010000000000.0
6594262409785621.0,9047457690217370.0,9044749752365654.0,4.069623728501142e+16,3.386187084844569e+16,15558871.933556914,564749200.3461038,23600000000.0,-19000000.0
6766961377412898.0,9255967914451146.0,9238765015517664.0,4.138905231263219e+16,3.446718695578469e+16,15878361.936463052,570445245.9833462,23100000000.0,-563.0
4.109965351750429e+24,5.407589979181677e+24,5.39677882837509e+24,2.4141386178179364e+25,2.0096370614942736e+25,281501226665.92676,14125096620729.838,713000000000000.0,-8030000000.0
2.0612445952419255e+23,2.7639168092055293e+23,2.762078174208582e+23,1.2392850574878347e+24,1.0276209828770223e+24,88642283567.84755,3186857051321.102,130000000000000.0,-3030000000.0
3.766057262024761e+23,5.0992145887548006e+23,5.088169499146043e+23,2.2766097941816015e+24,1.9010424091830526e+24,121761012038.8931,4331549361879.5054,161000000000000.0,-138000000.0
6.988748650753726e+24,9.512288985298879e+24,9.500195704034955e+24,4.261291907215665e+25,3.557233888236949e+25,521335056310.0987,18734354591509.332,751000000000000.0,-220000.0
1.7199088712844864e+16,2.338369421596782e+16,2.324816794248135e+16,1.0305160553651045e+17,8.619684135088347e+16,25514351.119487602,903890313.9272497,34300000000.0,-6200.0
3226549145415423.0,4308894904426907.5,4303496247728457.5,1.929756269393801e+16,1.6004072174855362e+16,10329443.277380131,391795098.62942797,18000000000.0,-932000.0
2800098829606543.0,3782061286443915.5,3784492780288047.0,1.7070853566753348e+16,1.4177252051950654e+16,10201665.246908281,367247595.8947783,14700000000.0,-20700000.0
7.55555794025426e+26,1.0196140904272592e+27,1.0186682729606676e+27,4.573281021335499e+27,3.8162108554837225e+27,5446266242953.308,194223779490821.22,7160000000000000.0,-126000000.0
1.6388919288682557e+25,2.2280800414692714e+25,2.2251381571029606e+25,9.979683902666455e+25,8.331843998924177e+25,800118299703.395,28675103119075.65,1130000000000000.0,-60400000.0
878366848770027.2,1197268444400016.0,1196461090166729.0,5377551261611696.0,4460038807087163.0,5763129.17641927,205483841.16435966,7800000000.0,-32700000.0
7211085800561110.0,9765093854265864.0,9754019073776032.0,4.372499362188764e+16,3.619414234894116e+16,16495580.055418346,586565916.8868148,22200000000.0,-5450000.0
1.5021482132360702e+24,2.0336211353892235e+24,2.0299682862051816e+24,9.092981124133799e+24,7.594989140102212e+24,243194412009.63913,8660919612548.402,320000000000000.0,-87100000.0
7.564075594128932e+24,1.0213695521166373e+25,1.0209890926943765e+25,4.590190033329386e+25,3.826793268774419e+25,545041235490.0623,19446980779418.676,713000000000000.0,-52300000.0
1.7282232613344235e+24,2.3309204383526132e+24,2.333471037457357e+24,1.0530177140595978e+25,8.76025273993993e+24,259839684858.4979,9305221478131.477,353000000000000.0,-612000000000.0
1639969128667069.0,2219507529360117.0,2188445654688350.0,9273932462144728.0,7255097974100276.0,7893370.564076574,263019247.21217468,10100000000.0,-7780000.0
7.492964470186815e+24,1.0195809219829393e+25,1.020347960624003e+25,4.60043965831167e+25,3.8290641776628888e+25,541077541211.3277,19435628037840.0,763000000000000.0,-789000000000.0
9850619854694830.0,1.3153832398927904e+16,1.310980621743653e+16,5.8367987421818936e+16,4.8347683475054616e+16,18222860.709016483,683015961.4015521,31000000000.0,-36500000.0
4447531755450777.0,6189244052122848.0,6216234882501070.0,2.8288894144679052e+16,2.3334795240022136e+16,11553429.123197826,467070350.24512225,22500000000.0,-155000000.0
5328270631474410.0,7287757846014019.0,7266215811673960.0,3.246927123510436e+16,2.7106007229654384e+16,14069752.435342962,505902948.16707546,20600000000.0,-238000.0
3.838727385981097e+24,5.27073467395216e+24,5.27387960013036e+24,2.3769009871607907e+25,1.978869212716322e+25,374517892019.59595,13958657067045.193,620000000000000.0,-524000000000.0
5445883238062867.0,7324574466586081.0,7303801095060810.0,3.2636612759820412e+16,2.719428866025617e+16,14122767.511270529,509355115.02270114,21100000000.0,-120000.0
9128594641940774.0,1.2591352718070012e+16,1.2520762498411554e+16,5.518508102095351e+16,4.513282482233983e+16,17376772.78949443,657887834.2762283,30600000000.0,-139000000.0
2.4308966068437693e+20,3.38427469540777e+20,3.396409123118975e+20,1.5418297038139026e+21,1.2756701986608382e+21,2212108569.8089004,111932314838.69475,5650000000000.0,-28600000000.0
1.0214287464381552e+16,1.3596566681573304e+16,1.3651042584132976e+16,6.209183746758475e+16,5.13828218150253e+16,16684781.528568396,702461047.227925,34500000000.0,-199000000.0
8191074653487189.0,1.1297159339059454e+16,1.1255779873530396e+16,5.019504970749649e+16,4.191684803923854e+16,16625208.830542637,627396295.8402842,28700000000.0,-230000.0
2.929071767476722e+24,3.939200955361681e+24,3.9395524316105384e+24,1.7732539277494089e+25,1.4773847696860152e+25,336717493918.3117,12088717495820.102,476000000000000.0,-207000000000.0
6179133809681129.0,8061613986644394.0,7423255209579810.0,2.3585733927945756e+16,1.5468457352833382e+16,15488227.322741002,455191049.19823676,16000000000.0,-32100000.0
2.519092887814371e+24,3.4221438472376296e+24,3.4203592369635683e+24,1.537140202929567e+25,1.2817128854142331e+25,314214430969.62067,11247275725405.943,435000000000000.0,-199000000.0
1.493371093232107e+25,2.037749132225338e+25,2.040306342596726e+25,9.21083623412951e+25,7.661221475430491e+25,759723573060.4717,27482341013471.586,1120000000000000.0,-1850000000000.0
7.139071061778295e+24,9.570276448905951e+24,9.562542973862333e+24,4.294395676890627e+25,3.582584144964755e+25,521407255249.0473,18832401668281.1,772000000000000.0,-28800.0
3.993562858663375e+24,5.434343069741526e+24,5.432442941348095e+24,2.442494074410075e+25,2.03623173281017e+25,394625830883.9835,14173975167818.312,562000000000000.0,-142000000.0
3380205807905579.0,4509000863126985.0,4374938668923571.0,1.7114462453631836e+16,1.0886224477168558e+16,11352289.227942746,343001485.60510755,12400000000.0,-48200000.0
2016738814720286.8,2709430615845350.5,2704815256392548.5,1.2126820823038578e+16,1.0094032750508652e+16,8530177.450562496,310438104.8974005,13200000000.0,-295000.0
1.4316651469084884e+16,1.916505453475281e+16,1.911564141053365e+16,8.543857559967112e+16,7.116640125677866e+16,22318961.549135596,825348653.1205587,36500000000.0,-30400000.0
1.1932543542054137e+25,1.5930416092385338e+25,1.5949178492908649e+25,7.19877656727444e+25,5.988360986971245e+25,656760983380.9167,24356988931922.293,1070000000000000.0,-1670000000000.0
1561499780156463.5,2100494255628576.0,2105144854079236.5,9531639022429622.0,7883050305579092.0,7468895.540687483,274319335.9087628,11800000000.0,-58400000.0
2.3986281834089772e+16,3.1057209893234984e+16,2.8432211353278064e+16,8.50926940817483e+16,4.2162014174251336e+16,30519578.968880456,684259982.6607442,22700000000.0,-44900000.0
1.5115053000723414e+16,1.9083813472586684e+16,1.632347533136078e+16,2.9133800202527224e+16,6757810883303310.0,24630769.39751321,601382490.2933432,16800000000.0,-21700000.0
1.2616852914041902e+16,1.7128501145097836e+16,1.722200440738518e+16,7.853198644903256e+16,6.4532987513258936e+16,21761888.504640892,782916152.5011711,30200000000.0,-254000000.0
5.64954818778531e+21,7.539153014312409e+21,6.915865794195111e+21,1.8477395473973792e+22,1.8214367787328442e+21,10775738279.4129,383763627986.31287,13700000000000.0,-49800000000.0
1165364254423741.5,1530497542010409.0,1440393706007663.8,4983878622965185.0,3595592795030155.5,6684046.221475192,209999946.01920235,8470000000.0,-67000000.0
1.8237658351053346e+22,2.458437484165144e+22,2.458125564664605e+22,1.1056885258312938e+23,9.207171116039867e+22,26701129377.493614,954193348349.3506,36100000000000.0,-24300000000.0
5807936400868794.0,7840057064385302.0,7799600422998993.0,3.464639920207136e+16,2.9016759296454364e+16,14789277.411605027,525497734.90004027,20200000000.0,-311000.0
4.723842364322968e+25,6.303584741231677e+25,6.307115700383982e+25,2.8423005302465975e+26,2.3665800244270813e+26,1305761347744.7476,48424573577146.04,2130000000000000.0,-1960000000000.0
1.1033100072954592e+26,1.4872101918211875e+26,1.4864440131520182e+26,6.680388005113562e+26,5.571082988920153e+26,2077518925671.936,74216519313281.39,2800000000000000.0,-28600.0
3.6876299629406894e+24,4.912605928947942e+24,4.913520828760043e+24,2.2114025840294686e+25,1.8392496804698065e+25,361048301733.2453,13501433316319.12,605000000000000.0,-349000000000.0
3.907059830971678e+22,5.3210734628137284e+22,5.3284052271216944e+22,2.4059950983397367e+23,1.999457834736187e+23,39031440049.02128,1404392993805.7473,55600000000000.0,-117000000000.0
2.201134991075007e+23,3.055158214045158e+23,3.0493478814036584e+23,1.3655965407401525e+24,1.141061147968552e+24,68111868672.866745,3348962786856.4854,169000000000000.0,-3090000.0
1.0563451191505725e+26,1.4075401884323952e+26,1.4070743512781033e+26,6.326596722969673e+26,5.274452404647412e+26,1939743743812.301,72308981296998.58,3220000000000000.0,-121000000.0
3480391132100253.0,4772083810617873.0,4765530728776937.0,2.137320488084412e+16,1.776943839884192e+16,11307480.421022331,409280847.68034333,17100000000.0,-29200000.0
4640743253630669.0,6257101442727866.0,6232620224457381.0,2.7762970242309016e+16,2.3139303301013104e+16,13166061.522290971,469577801.7882856,18600000000.0,-1260000.0
1838648837327478.2,2536140419397911.0,2518153494179966.5,1.1032866973854738e+16,9032635466321976.0,7738556.504468023,294529242.0956477,13800000000.0,-40100000.0
1.0441874361111268e+16,1.4445697154558108e+16,1.4505771186342064e+16,6.59383466537447e+16,5.43184209317903e+16,18941107.694949098,713994593.9066594,32200000000.0,-216000000.0
3.687186683772757e+24,4.992205488172001e+24,4.998393042956479e+24,2.2564220741374194e+25,1.876741881851419e+25,380865298463.3852,13613685406060.822,489000000000000.0,-826000000000.0
6941256954524442.0,9431399566460350.0,9401057015580654.0,4.196318000612898e+16,3.498252562095555e+16,16226368.447696721,575836278.2389128,21100000000.0,-57500.0
3.3468473609985497e+25,4.5320581295164075e+25,4.526521410111656e+25,2.0306576838027114e+26,1.695194034047236e+26,1147866723119.4043,40920186282897.74,1510000000000000.0,-29900000.0
5.143310691366609e+25,6.886414006958566e+25,6.864681995326968e+25,3.042078021101184e+26,2.4624288213543748e+26,1399471945873.3638,49134650891949.48,2060000000000000.0,-120000000000.0
2.5451913452456052e+16,3.264713700732525e+16,2.882755096190649e+16,6.418299293239078e+16,1.956935464424808e+16,31954932.250184808,798817857.9727653,28400000000.0,-271000000.0
561569123351327.5,765318742558647.0,762898486150510.5,3407079664196621.5,2836613293498139.5,4603015.628744247,163904799.40087867,6330000000.0,-215000.0
5230333018037931.0,6983537178560122.0,6833998090470962.0,2.821780184649438e+16,2.226250055784138e+16,13984994.393690532,467622828.5897208,18900000000.0,-13100000.0
3.400407665274615e+16,4.362179150437984e+16,3.867347450741395e+16,8.681959373341568e+16,1.70390768900573e+16,36913977.59994644,860599822.4173687,28400000000.0,-271000000.0
1120700907346337.9,1509795562941759.5,1492691493978566.0,6462162822634819.0,5264651360493755.0,6515343.557088148,227719294.3190126,8560000000.0,-29700000.0
3.3426814166018315e+27,4.665047805555408e+27,4.669510187371981e+27,2.1062848506438563e+28,1.7524316784177915e+28,7997189361587.086,404139268192871.4,2.04e+16,-27600000000000.0
1.3731892317926846e+16,1.843643465934628e+16,1.7830479314671502e+16,6.9837266917829976e+16,5.384140993560325e+16,22853191.44046252,760750329.3435049,29500000000.0,-175000000.0
577626866751393.0,738612577051233.5,666865380798051.5,1728752967165214.8,668978326598636.4,4632384.980499043,119895821.04399064,4920000000.0,-26000000.0
2893073055743077.0,3846745410030346.0,3786297287036181.0,1.6028560087855806e+16,1.2869542772937254e+16,10061168.896639744,360738954.06542695,16100000000.0,-96000000.0
4096074953821339.5,5455993074344191.0,5452938699480013.0,2.4506767608908904e+16,2.033690031732316e+16,11240000.031406937,441973865.4036002,21000000000.0,-15100000.0
1.0348234400450944e+25,1.4046294453099598e+25,1.403862985099923e+25,6.308823134745121e+25,5.261284808598594e+25,637432780633.263,22790026480743.473,870000000000000.0,-24900.0
5252497196969850.0,7221546305344048.0,7195105603574592.0,3.2068831514670616e+16,2.67466956932237e+16,13629925.001220746,501942034.30042934,22100000000.0,-527000.0
2.377572678194695e+16,3.1025138885623296e+16,2.7395027213532268e+16,6.4461789539542296e+16,2.0709384201191696e+16,27781252.08285972,713642150.7681162,21500000000.0,-53700000.0
1.3933905050319742e+16,1.8923929029549188e+16,1.8858450240509092e+16,8.373766979371454e+16,6.895080575798597e+16,22993577.714933403,812460516.7943603,29500000000.0,-36900000.0
2.925883515986862e+25,3.963436094340092e+25,3.958842936640736e+25,1.7762576006598516e+26,1.4826066635228454e+26,1073136594688.3042,38266184322219.79,1420000000000000.0,-221000000.0
1.0868716482931187e+26,1.4755304690733465e+26,1.4765629011451105e+26,6.656493988494662e+26,5.541252294625725e+26,2066386056050.1445,73953987628589.55,2800000000000000.0,-2990000000000.0
9.229616885702192e+24,1.2430983976107396e+25,1.2427938911802117e+25,5.589260698303166e+25,4.659042416260489e+25,599897306415.3846,21464236612102.996,823000000000000.0,-18800.0
9.22715206339826e+18,1.203907049503961e+19,1.123923765332755e+19,3.372276317263143e+19,6.869922868230693e+18,605531957.7199241,12577449447.990398,322000000000.0,-1540000000.0
1.795297085626352e+24,2.418659924285097e+24,2.4158590735424799e+24,1.0839460799072723e+25,9.046389912472568e+24,264956643032.59656,9458060254222.623,358000000000000.0,-8230000.0
7.917945768379903e+23,1.0657993383256003e+24,1.0662884767703464e+24,4.803967201397115e+24,3.9998800761406936e+24,175340405214.13242,6289405360566.029,245000000000000.0,-202000000000.0
4693426522657509.0,6344394972122570.0,6333642152393604.0,2.8351628983386484e+16,2.3427004316698052e+16,13276929.655516578,472465113.3308132,18300000000.0,-6930000.0
5.463404197995193e+24,7.414611297801254e+24,7.412617538140711e+24,3.333503738249353e+25,2.7787878084375524e+25,463277703258.5349,16562634406842.684,629000000000000.0,-26000000.0
7.896541187346555e+16,9.99817884402054e+16,9.173804969210907e+16,2.4345757757451174e+17,3.0061323540782744e+16,42124798.662026264,1349421092.9842544,52700000000.0,-525000000.0
1.8747838622197117e+26,2.5305719262571666e+26,2.5307828396152232e+26,1.13911899889441e+27,9.491207358896556e+26,2711616742927.267,96852237229552.0,3590000000000000.0,-1180000000000.0
5594365127603168.0,7688352425968465.0,7683717659955907.0,3.449816004772673e+16,2.8558727576331148e+16,14221716.320401603,518803550.0214384,22200000000.0,-36300000.0
5.037926477517034e+25,6.768494952657122e+25,6.760760590309617e+25,3.033501244355201e+26,2.531785762413829e+26,1395480148279.8044,50050435153496.62,1980000000000000.0,-687000000.0
8011497056183220.0,1.0870862650102672e+16,1.0787526320215488e+16,4.707428524880891e+16,3.826328137659587e+16,17436040.963581104,611433335.3539206,22800000000.0,-119000000.0
9573901796147776.0,1.2888006822474516e+16,1.2807711421815054e+16,5.632229109247946e+16,4.595752222212057e+16,18898294.81947321,669246954.5356978,26700000000.0,-95400000.0
2.5001886609419114e+23,3.370780098985718e+23,3.3743152493512376e+23,1.5225200485746275e+24,1.266564463308154e+24,98769868708.35841,3538403819909.6465,135000000000000.0,-185000000000.0
6861517778537195.0,9255199479323666.0,8962757859672782.0,3.558814322255115e+16,2.812425422005589e+16,15994775.714112308,538866393.2443894,22300000000.0,-22300000.0
1430514370715953.0,1918817394074934.2,1911768939584537.2,8521539300789994.0,7089002566127778.0,7167533.961010367,260462519.85689232,11100000000.0,-41600000.0
2128349999320172.0,2847704467715905.0,2823254769614961.0,1.2354362147625982e+16,1.0183412946909624e+16,8752840.43655495,314137177.1253258,13500000000.0,-4300000.0
4.30785575569145e+24,5.838598105104673e+24,5.835094436848954e+24,2.6209749223024484e+25,2.182484847442745e+25,411704465078.70966,14677346504185.182,546000000000000.0,-3780000000.0
8.10972460396388e+21,1.0995330097515273e+22,1.0999090868924833e+22,4.9527312390871805e+22,4.118430500587659e+22,17861518684.824673,637808443567.1621,23700000000000.0,-27000000000.0
9.563456709516833e+25,1.2947715521035631e+26,1.296281489418997e+26,5.850675553796278e+26,4.8671225480425935e+26,1939704369632.2512,69328890255247.664,2490000000000000.0,-4020000000000.0
2804834318201048.0,3738412670269313.0,3699740844088220.5,1.6053101508085014e+16,1.3204266828785786e+16,9870733.353193477,360136310.3498275,16000000000.0,-24900000.0
1.5406798693656024e+16,1.930611839736985e+16,1.663384711898141e+16,3.2891367635885736e+16,1.301418463482715e+16,24415697.07089742,637767379.0035126,23100000000.0,-9740000.0
9690479460591744.0,1.296544561017453e+16,1.2906889794725144e+16,5.745689784689606e+16,4.816110610340159e+16,18435636.34837954,678580589.6090217,29800000000.0,-29500.0
1.1229923131668033e+20,1.429533820524952e+20,1.3110411144719322e+20,3.487704759154986e+20,3.4044658303606473e+19,1931635870.3615987,53089012564.28226,1820000000000.0,-8490000000.0
1.168226369314675e+23,1.561579435545044e+23,1.5592609124775108e+23,6.989667133223037e+23,5.83367967701004e+23,66005208602.933235,2404239206220.801,102000000000000.0,-9880000.0
9.467887423478808e+23,1.2836303980175373e+24,1.2823751399968902e+24,5.756465793543395e+24,4.803243854557089e+24,192963272356.38605,6887119095028.875,259000000000000.0,-70700000.0
3020559433961540.5,4081790885460500.0,4004238965625084.0,1.66372710494168e+16,1.2935037079999852e+16,10707927.606511582,361252213.96095324,13800000000.0,-9480000.0
1.455357057009596e+17,2.0047428008249046e+17,1.9668509174172307e+17,7.832077417977422e+17,4.632040604895881e+17,60175457.551730745,2273642610.9293337,111000000000.0,-991000000.0
5.8010884436852415e+20,7.339082565510625e+20,6.740461524277047e+20,1.8078917533717968e+21,1.863420762362e+20,3373109433.5140343,120726495183.30951,4510000000000.0,-22900000000.0
9.275371264625494e+24,1.2559462625466897e+25,1.2577076682576013e+25,5.6799969485168784e+25,4.723439201276044e+25,604060149518.821,21597074347037.066,776000000000000.0,-1540000000000.0
7.055622710227051e+21,9.469571332792088e+21,9.468268072890016e+21,4.256738190491559e+22,3.5366016166780723e+22,16434599325.494242,591842063516.0496,24000000000000.0,-26000000000.0
3.0562494051950994e+25,4.104663337982639e+25,4.108349296330463e+25,1.8530173310056907e+26,1.5420679323636441e+26,1081973357677.4231,39059531179606.73,1580000000000000.0,-2120000000000.0
8825059808143736.0,1.1934411402877084e+16,1.1908766745902036e+16,5.332831563091848e+16,4.451312074688197e+16,18227578.302205965,650309315.6467397,24900000000.0,-166000.0
3080268324418748.5,4125766062362206.0,4018276243420548.5,1.6422537324138298e+16,1.313396141220184e+16,10845580.339875706,366884667.35312736,13800000000.0,-4720000.0
4454785195424062.5,6041998973546860.0,5989627090459346.0,2.614344589954376e+16,2.1518788091044292e+16,13002497.651724271,455698021.73164445,17000000000.0,-4540000.0
1.4681162919972678e+16,2.000446473579228e+16,2.0037472905224256e+16,9.059022691933725e+16,7.51859076379118e+16,23582144.142992675,843440573.265236,30900000000.0,-178000000.0
6591504161899072.0,8812124613612969.0,8633223398286716.0,3.5716995965530812e+16,2.826851745817518e+16,15712583.166128987,537713429.0346798,20600000000.0,-95000000.0
5479572976034114.0,7441166782430114.0,7439139708639074.0,3.3441166410744692e+16,2.7691233961200844e+16,14409203.154063335,512674491.31808466,18600000000.0,-36700000.0
5.45355110947534e+24,7.343835200710078e+24,7.338234466108805e+24,3.295849470773553e+25,2.749231833852899e+25,461247482943.9209,16488667858463.26,631000000000000.0,-14600.0
1.78935843860581e+23,2.4309004712497544e+23,2.4297568107220818e+23,1.0920633047970449e+24,9.10306842775189e+23,83741468000.0834,2997576785331.541,116000000000000.0,-126000000.0
1.0494929390410988e+26,1.4438265116714367e+26,1.4454597861976028e+26,6.523368020977191e+26,5.427031377948104e+26,1935769878005.7727,73082029114673.8,3310000000000000.0,-4820000000000.0
3919684620998442.0,5367475757620266.0,5359177156828874.0,2.402973499716729e+16,1.9994267311837384e+16,12050142.54677748,434257410.5898495,17800000000.0,-2240000.0
4.464366137217835e+17,5.897861713814707e+17,5.792949664213134e+17,2.393393564480317e+18,1.6860563840705528e+18,125656478.18485369,4219777342.264891,190000000000.0,-66200000.0
1750416939805338.2,2387066677393898.0,2392175722473933.5,1.0833923207003608e+16,8988525233552906.0,8140041.640839267,291534245.3191585,10800000000.0,-62100000.0
2.436333388456926e+24,3.291907919915131e+24,3.289831557161353e+24,1.4780976442286044e+25,1.2327505625435145e+25,309529278290.95105,11037255036436.115,399000000000000.0,-115000000.0
1.565330247177381e+23,2.0922990575460604e+23,2.0882640111171298e+23,9.322355774246687e+23,7.679756589377173e+23,76460609597.62787,2752855842607.75,118000000000000.0,-7990000000.0
4.498112557093891e+23,6.077280485725142e+23,6.08416670437263e+23,2.7458164758740595e+24,2.283914031743424e+24,132855997727.73709,4750391617209.186,175000000000000.0,-295000000000.0
1.9218845769901405e+23,2.633517789900118e+23,2.6358527378484012e+23,1.1888162561291971e+24,9.891152460013957e+23,84803322057.0729,3121439809247.419,135000000000000.0,-185000000000.0
2.6424791872750423e+20,3.674767469959119e+20,3.682273511403979e+20,1.664485313448135e+21,1.3774916780527657e+21,2462436017.9316425,116367107190.50557,5860000000000.0,-19200000000.0
9745764179253884.0,1.3208671083482444e+16,1.322764885432958e+16,5.979176994030872e+16,4.968022357549836e+16,19153944.261486594,686627464.5472728,26200000000.0,-57600000.0
1.6663973776806222e+25,2.2523313088621418e+25,2.249445740699183e+25,1.0089754916072782e+26,8.42350010190056e+25,809864298221.9583,28851425187887.42,1030000000000000.0,-43100.0
8.136815369577557e+25,1.097520796006125e+26,1.0987750763580317e+26,4.958937626547954e+26,4.125420582540229e+26,1783023206129.9214,63854785361004.59,2420000000000000.0,-3640000000000.0
7.702464283483094e+25,1.0380469249846205e+26,1.0389072646338563e+26,4.685033822125718e+26,3.899347276304257e+26,1732829352991.197,62087623442887.5,2380000000000000.0,-3050000000000.0
